Name,Fault_Loc,Total_Lines,Type,Line,Verify,Fault_Loc_Percentage,Category,Total_Lines_Num,Repaired,Attempt,Repair_Line,Repair_Fix,Repair_Original,Repair_Same
dafny-synthesis_task_id_61_no_hints_0,"['9', ' 10', ' 12', ' 13', ' 15', ' 16', ' 17', ' 21', ' 22']","[9, 10, 12, 13, 15, 16, 17, 19, 21, 22, 23]",int,17.0,True,81.81818181818183,Others,11,False,,,,count := count + 1;,False
Clover_triple2_no_hints_3,"['5', ' 6', ' 7']","[4, 5, 6, 7, 8, 9, 10]",int,6.0,True,42.85714285714285,Others,7,False,,,,"var a,b := 2*x, 4*x;",False
dafny-synthesis_task_id_233_no_hints_0,['5'],[5],real,5.0,True,100.0,100%,1,True,0,5,"area := 2.0 * (radius * height) * 3.14;
return area;",area := 2.0 * (radius * height) * 3.14;,True
dafny-synthesis_task_id_14_no_hints_3,['7'],[7],int,7.0,True,100.0,100%,1,False,,,,volume := (base * height * length) / 2;,False
dafny-synthesis_task_id_276_no_hints_2,['6'],[6],real,6.0,True,100.0,100%,1,False,,,,volume := 3.14159265359 * radius * radius * height;,False
cs686_tmp_tmpdhuh5dza_classNotes_notes-9-8-21_no_hints_1,"['53', ' 55', ' 56', ' 62', ' 63', ' 60']","[53, 55, 56, 59, 60, 62, 63]",bool_int,62.0,True,85.71428571428571,Others,7,False,,,,count := count + 1;,False
Formal_Verification_With_Dafny_tmp_tmp5j79rq48_Counter_no_hints_0,['22'],[22],void,22.0,True,100.0,100%,1,False,,,,value := value + 1;,False
703FinalProject_tmp_tmpr_10rn4z_DP-GD_no_hints_20,"['7', ' 9', ' 12', ' 13', ' 14', ' 16', ' 17', ' 18', ' 19', ' 25', ' 26', ' 27', ' 28', ' 30', ' 31', ' 32', ' 34', ' 35']","[7, 8, 9, 10, 12, 13, 14, 16, 17, 18, 19, 21, 24, 25, 26, 27, 28, 30, 31, 32, 34, 35]",real_real,31.0,True,81.81818181818183,Others,22,False,,,,thetha[t+1] := thetha[t] - learning_rate*summation_gradient;,False
SENG2011_tmp_tmpgk5jq85q_ass1_ex7_no_hints_3,"['5', ' 6', ' 7']","[5, 6, 7]",void,7.0,True,100.0,100%,3,True,0,6,indx := step - indx;,{ indx := indx+step; } // DO NOT CHANGE,False
nitwit_tmp_tmplm098gxz_nit_no_hints_4,"['106', ' 107']","[106, 107]",nat_nat,107.0,True,100.0,100%,2,False,,,,carry := (n + 1) / b;,False
t1_MF_tmp_tmpi_sqie4j_exemplos_classes_parte1_contadorV1b_no_hints_0,['23'],[23],void,23.0,True,100.0,100%,1,False,,,,valor := valor + 1;,False
Dafny_tmp_tmpmvs2dmry_examples1_no_hints_4,"['28', ' 29']","[28, 29]",int_int,29.0,True,100.0,100%,2,False,,,,less := x - y;,False
CVS-Projto1_tmp_tmpb1o0bu8z_searchSort_no_hints_4,"['30', ' 31', ' 28', ' 34', ' 57']","[28, 30, 31, 34, 36, 38, 40, 43, 45, 46, 48, 49, 51, 53, 54, 57]",int,51.0,False,31.25,Others,16,False,,,,i:= i + 1;,False
Dafny_tmp_tmpmvs2dmry_examples1_no_hints_7,"['28', ' 29']","[28, 29]",int_int,29.0,True,100.0,100%,2,False,,,,less := x - y;,False
dafny-synthesis_task_id_85_no_hints_3,['5'],[5],real,5.0,True,100.0,100%,1,False,,,,area := 4.0 * 3.14159265358979323846 * radius * radius;,False
dafny-synthesis_task_id_801_no_hints_11,['15'],"[7, 8, 9, 11, 12, 14, 15]",int,15.0,True,14.285714285714285,Others,7,False,,,,count := count + 1;,False
Dafny_Verify_tmp_tmphq7j0row_Test_Cases_Ghost_no_hints_12,"['23', ' 24']","[23, 24]",int_int,24.0,True,100.0,100%,2,False,,,,b := 2 * a;,False
dafny-synthesis_task_id_452_no_hints_3,"['5', ' 6']","[5, 6, 7, 8]",int,6.0,True,50.0,Others,4,False,,,,loss := costPrice - sellingPrice;,False
dafny-synthesis_task_id_586_no_hints_2,"['6', ' 7', ' 8']","[6, 7, 8]",seq(int),8.0,True,100.0,100%,3,False,,,,r := secondPart + firstPart;,False
dafny-synthesis_task_id_233_no_hints_3,['5'],[5],real,5.0,True,100.0,100%,1,False,,,,area := 2.0 * (radius * height) * 3.14;,False
Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_basic examples_add_by_one_details_no_hints_1,['4'],[4],int,4.0,True,100.0,100%,1,False,,,,{return x+1;},False
dafny-synthesis_task_id_801_no_hints_0,"['8', ' 11', ' 14', ' 15', ' 12', ' 9', ' 7']","[7, 8, 9, 11, 12, 14, 15]",int,9.0,True,100.0,100%,7,False,,,,count := count + 1;,False
703FinalProject_tmp_tmpr_10rn4z_gaussian_no_hints_4,"['9', ' 10', ' 11', ' 12', ' 13', ' 14', ' 17', ' 18', ' 19', ' 20']","[9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20]",array(real),20.0,True,90.9090909090909,Others,11,True,0,14,// /Applications/dafny/dafny /Users/apple/GaussianDP/Dafny/gaussian,i := i+1;,False
se2011_tmp_tmp71eb82zt_ass1_ex6_no_hints_3,['5'],[5],nat,5.0,True,100.0,100%,1,False,,,,k := n-(n%7);,False
CO3408-Advanced-Software-Modelling-Assignment-2022-23-Part-2-A-Specification-Spectacular_tmp_tmp4pj4p2zx_car_park_no_hints_16,"['85', ' 86']","[82, 83, 84, 85, 86]",bool,85.0,True,40.0,Others,5,False,,,,subscriptions := subscriptions + {car};,False
dafl_tmp_tmp_r3_8w3y_dafny_examples_dafny0_SharedDestructorsCompile_no_hints_1,"['22', ' 25', ' 26', ' 27', ' 30', ' 31']","[15, 16, 18, 20, 22, 25, 26, 27, 30, 31, 34, 35]",void,31.0,True,50.0,Others,12,True,1,27,,i := i + 1;,False
Clover_triple2_no_hints_9,"['5', ' 6', ' 7']","[4, 5, 6, 7, 8, 9, 10]",int,7.0,True,42.85714285714285,Others,7,False,,,,r:=(a+b)/2;,False
CO3408-Advanced-Software-Modelling-Assignment-2022-23-Part-2-A-Specification-Spectacular_tmp_tmp4pj4p2zx_car_park_no_hints_19,"['85', ' 86']","[82, 83, 84, 85, 86]",bool,85.0,True,40.0,Others,5,False,,,,subscriptions := subscriptions + {car};,False
dafny-synthesis_task_id_574_no_hints_0,['5'],[5],real,5.0,True,100.0,100%,1,False,,,,area := 2.0 * 3.14159265358979323846 * radius * (radius + height);,False
nitwit_tmp_tmplm098gxz_nit_no_hints_12,['165'],"[157, 165]",nat,165.0,True,50.0,Others,2,False,,,,nf := mn - n;,False
CO3408-Advanced-Software-Modelling-Assignment-2022-23-Part-2-A-Specification-Spectacular_tmp_tmp4pj4p2zx_car_park_no_hints_24,"['160', ' 161']","[155, 156, 159, 160, 161]",bool,160.0,True,40.0,Others,5,False,,,,reservedCarPark := reservedCarPark + {car};,False
Dafny_tmp_tmp0wu8wmfr_tests_F1a_no_hints_5,['24'],[24],int,24.0,True,100.0,100%,1,False,,,,m := (p+q)/2;,False
Clover_update_array_no_hints_3,"['8', ' 9']","[8, 9]",void,8.0,True,100.0,100%,2,False,,,,a[4] := a[4] + 3;,False
dafny-synthesis_task_id_452_no_hints_2,"['5', ' 6']","[5, 6, 7, 8]",int,6.0,True,50.0,Others,4,False,,,,loss := costPrice - sellingPrice;,False
Clover_swap_arith_no_hints_3,"['9', ' 10']","[6, 8, 9, 10]",int_int,8.0,False,50.0,Others,4,False,,,,x := y - x;,False
CSU55004---Formal-Verification_tmp_tmp4ki9iaqy_Project_Project_Part_1_project_pt_1_no_hints_0,"['9', ' 12', ' 17', ' 24']","[6, 9, 12, 17, 20, 24, 27]",bool,24.0,True,57.14285714285714,Others,7,False,,,,i := i + 1;,False
Dafny_Verify_tmp_tmphq7j0row_dataset_C_convert_examples_01_no_hints_0,['9'],"[4, 5, 6, 7, 9, 11, 12, 13, 14]",int_int_int_int,13.0,False,11.11111111111111,Others,9,False,,,,x := t1 + t2;,False
