Name,Fault_Loc,Total_Lines,Type,Line,Verify,Fault_Loc_Percentage,Total_Lines_Num,Category,Repaired,Attempt,Repair_Line,Repair_Fix,Repair_Original,Repair_Same
specTesting_tmp_tmpueam35lx_examples_binary_search_binary_search_specs_16,"['43', ' 44', ' 45', ' 51', ' 52', ' 53', ' 54', ' 55', ' 58', ' 59', ' 60', ' 61', ' 62', ' 64', ' 65', ' 67', ' 72']","[43, 44, 45, 51, 52, 53, 54, 54, 55, 56, 58, 59, 60, 61, 61, 62, 63, 64, 65, 66, 67, 72]",int,58.0,True,77.27272727272727,22,Others,True,0,58,ghost var inner_mid := mid; //buggy line,var inner_mid := (lo + mid) / 2;,False
Dafny-programs_tmp_tmpnso9eu7u_Algorithms + sorting_bubble-sort_0,"['23', ' 24', ' 25', ' 32', ' 33', ' 42', ' 44', ' 47', ' 49']","[23, 24, 25, 32, 33, 42, 44, 47, 49]",void,24.0,True,100.0,9,100%,False,,,,var i := N-1;,False
dafny_examples_tmp_tmp8qotd4ez_lib_math_DivMod_4,['29'],[29],void,29.0,True,100.0,1,100%,False,,,,var c := (a - b) / b - (a / b) + 1;,False
Clover_bubble_sort_7,"['6', ' 7', ' 14', ' 15', ' 22', ' 24', ' 26', ' 28']","[6, 7, 14, 15, 22, 24, 26, 28]",void,26.0,True,100.0,8,100%,True,0,26,j := j + 1;,j := j + 1;,True
dafny-synthesis_task_id_616_5,"['9', ' 10', ' 11', ' 16', ' 17']","[9, 10, 11, 16, 17]",array(int),17.0,True,100.0,5,100%,True,0,17,i := i + 1;,i := i + 1;,True
dafny_examples_tmp_tmp8qotd4ez_lib_math_DivMod_0,['20'],[20],void,20.0,True,100.0,1,100%,False,,,,var c := (a + b) / b - (a / b) - 1;,False
Clover_array_sum_4,"['8', ' 12', ' 13']","[6, 7, 8, 12, 13]",array(int),13.0,True,60.0,5,Others,True,0,13,i := i + 1; //buggy line,i:=i+1;,True
Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny2_MajorityVote_24,"['138', ' 139', ' 140', ' 146', ' 147', ' 148', ' 149', ' 159', ' 160']","[138, 139, 140, 146, 147, 148, 148, 149, 150, 151, 154, 158, 159, 159, 160, 163]",Candidate,147.0,True,56.25,16,Others,True,0,147,"n, c := n + 1, c + 1;","n, c := n + 1, c + 1;",True
formal_verication_dafny_tmp_tmpwgl2qz28_Challenges_ex1_3,"['24', ' 25', ' 29', ' 31', ' 33', ' 35']","[24, 25, 29, 31, 33, 35]",bool,33.0,True,100.0,6,100%,True,0,33,i := i + 1;,i := i+1;,True
CVS-Projto1_tmp_tmpb1o0bu8z_Hoare_8,"['70', ' 71', ' 72', ' 76', ' 77']","[70, 71, 72, 76, 77]",int,76.0,True,100.0,5,100%,True,0,76,s := s + ll.head;,s := s + ll.head;,True
dafny-language-server_tmp_tmpkir0kenl_Test_dafny1_Cubes_9,"['12', ' 20', ' 21', ' 22', ' 23']","[8, 9, 10, 11, 12, 19, 20, 21, 22, 23]",void,22.0,True,50.0,10,Others,False,,,,m := m + 6;,False
Dafny-demo_tmp_tmpkgr_dvdi_Dafny_BinarySearch_5,"['17', ' 22', ' 23', ' 24', ' 26', ' 27', ' 30', ' 33']","[15, 16, 17, 22, 23, 24, 26, 26, 27, 29, 30, 33]",int,24.0,True,66.66666666666666,12,Others,True,0,24,low := mid + 1;,low := mid + 1;,True
Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_ComputePower_1,"['10', ' 15']","[8, 9, 10, 15]",nat,15.0,True,50.0,4,Others,False,,,,"x, y := x + 1, y + y;",False
Software-Verification_tmp_tmpv4ueky2d_Contains Duplicate_contains_duplicate_4,"['6', ' 7', ' 8', ' 13', ' 14', ' 16', ' 19', ' 20', ' 23']","[6, 7, 8, 13, 14, 16, 19, 20, 23]",bool,20.0,True,100.0,9,100%,True,0,20,i := i + 1; //buggy line,i := i + 1;,True
Dafny_tmp_tmpmvs2dmry_examples2_35,"['81', ' 97', ' 98', ' 99']","[80, 80, 81, 81, 82, 83, 88, 91, 92, 95, 97, 98, 99, 104]",real,92.0,False,28.57142857142857,14,Others,False,,,,n:= n/2;,False
Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_advanced examples_OneHundredPrisonersAndALightbulb_0,"['8', ' 9', ' 11']","[8, 9, 11, 12, 13]",void,9.0,True,60.0,5,Others,True,0,9,var B' := B - {b};,var B' := B - {b};,True
Metodos_Formais_tmp_tmpql2hwcsh_Arrays_somatorioArray_0,"['32', ' 35']","[31, 32, 35]",nat,35.0,True,66.66666666666666,3,Others,True,0,35,s := s + a[i];,s := s + a[i];,True
Dafny-Grind75_tmp_tmpsxfz3i4r_problems_twoSum_11,"['22', ' 23', ' 24', ' 28']","[22, 23, 24, 28, 29, 35, 36, 37, 39, 41]","(nat, nat)",41.0,False,40.0,10,Others,False,,,,i := i + 1;,False
Dafny-Exercises_tmp_tmpjm75muf__Session8Exercises_ExerciseInsertionSort_1,"['15', ' 17', ' 25', ' 26', ' 27', ' 37', ' 38', ' 42', ' 43']","[15, 17, 25, 26, 27, 37, 38, 42, 43]",void,38.0,True,100.0,9,100%,True,2,38,j := j - 1;,j := j - 1;,True
Dafny_Learning_Experience_tmp_tmpuxvcet_u_week8_12_week10_ExtensibleArray_3,"['87', ' 88', ' 91', ' 92', ' 93', ' 94', ' 95', ' 96', ' 98', ' 99', ' 100', ' 101', ' 89']","[87, 88, 89, 91, 92, 93, 94, 95, 96, 98, 99, 100, 101]",void,89.0,True,100.0,13,100%,True,1,89,Repr := Repr + {front};,Repr := Repr + {front};,True
Dafny-Exercises_tmp_tmpjm75muf__Session2Exercises_ExerciseFibonacci_12,"['28', ' 30', ' 31', ' 32', ' 33', ' 38', ' 39']","[28, 28, 29, 30, 31, 32, 33, 38, 39]",nat,39.0,True,77.77777777777779,9,Others,True,0,39,i := i + 1; //buggy line,i := i + 1;,True
Dafny_tmp_tmp0wu8wmfr_tests_Search1000_41,"['63', ' 70', ' 71']","[61, 62, 63, 70, 71, 71]",int,71.0,True,50.0,6,Others,False,,,,if a[k+c] < x { k := k+c+1; },False
FlexWeek_tmp_tmpc_tfdj_3_ex4_5,"['16', ' 17', ' 18', ' 24', ' 25', ' 28', ' 29', ' 32', ' 58', ' 59', ' 60']","[16, 17, 18, 24, 25, 28, 29, 32, 58, 59, 60]",array(int),59.0,True,100.0,11,100%,False,,,,i := i +1;,False
Dafny-Exercises_tmp_tmpjm75muf__Session2Exercises_ExerciseFibonacci_19,"['50', ' 51', ' 52']","[50, 51, 52, 53, 59, 60]",nat,59.0,False,50.0,6,Others,False,,,,"a, f := f, a + f;",False
Dafny_tmp_tmp0wu8wmfr_Heimaverkefni 3_InsertionSortMultiset_5,"['20', ' 21', ' 23', ' 25', ' 49']","[20, 21, 23, 25, 27, 34, 35, 37, 39, 41, 44, 45, 49]",int,41.0,False,38.46153846153847,13,Others,False,,,,p := m+1;,False
Dafny_tmp_tmp0wu8wmfr_tests_Search1000_31,['33'],"[14, 15, 15, 19, 19, 23, 23, 24, 24, 25, 25, 26, 26, 27, 27, 28, 28, 29, 29, 33, 33]",int,29.0,False,4.761904761904762,21,Others,False,,,,if a[k+1] < x   { k := k+2;   },False
pucrs-metodos-formais-t1_tmp_tmp7gvq3cw4_fila_3,"['75', ' 76', ' 77']","[64, 65, 66, 72, 75, 76, 77, 60]",void,76.0,True,37.5,8,Others,True,1,75,a[cauda] := e;  cauda := cauda + 1;,cauda := cauda + 1;,True
Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny2_Classics_28,"['53', ' 54', ' 59', ' 60', ' 73', ' 74', ' 80', ' 82', ' 88', ' 91', ' 92', ' 94', ' 98', ' 99', ' 100', ' 101']","[53, 54, 59, 60, 73, 74, 80, 82, 88, 91, 92, 92, 92, 94, 98, 99, 100, 100, 101, 102, 103]",void,94.0,True,76.19047619047619,21,Others,True,0,94,"i, j := i + 1, j - 1; //buggy line","i, j := i + 1, j - 1;",True
Dafny_Verify_tmp_tmphq7j0row_dataset_detailed_examples_SelectionSort_4,"['10', ' 11', ' 21', ' 22', ' 31', ' 34', ' 38', ' 39', ' 41']","[10, 11, 21, 22, 31, 32, 34, 38, 39, 41]",void,41.0,True,90.0,10,Others,True,0,41,n := n + 1;,n := n + 1;,True
Clover_is_palindrome_0,"['4', ' 5', ' 7', ' 8', ' 9', ' 10', ' 15', ' 16', ' 19', ' 20']","[4, 5, 7, 8, 9, 10, 15, 16, 17, 19, 20]",bool,8.0,True,90.9090909090909,11,Others,True,0,8,var j := |x| - 1; //buggy line,var j := |x| - 1;,True
Clover_canyon_search_4,"['8', ' 9', ' 10', ' 16', ' 17', ' 19', ' 20', ' 21', ' 22']","[8, 9, 10, 16, 17, 18, 19, 20, 21, 22]",nat,22.0,True,90.0,10,Others,True,0,22,n := n + 1;,n:=n+1;,True
Final-Project-Dafny_tmp_tmpmcywuqox_Attempts_Merge_Sort_27,"['11', ' 12', ' 13', ' 14', ' 15', ' 17', ' 22', ' 23', ' 26', ' 31', ' 32', ' 34', ' 36', ' 40', ' 42', ' 43', ' 44', ' 57', ' 45', ' 46', ' 47', ' 49', ' 50', ' 51', ' 53', ' 54']","[11, 12, 13, 14, 15, 17, 22, 23, 26, 31, 32, 34, 36, 40, 41, 42, 42, 43, 44, 45, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 57]",void,57.0,True,83.87096774193549,31,Others,True,0,57,x := x + 1;,x := x+1;,True
cmsc433_tmp_tmpe3ob3a0o_dafny_project1_p1-assignment-2_10,['52'],[52],int_int,52.0,True,100.0,1,100%,True,0,52,"return m / n, m % n; //buggy line","return m / n, m % n;",True
Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_basic examples_add_by_one_17,"['97', ' 100', ' 103', ' 115', ' 83']","[83, 84, 91, 97, 100, 102, 103, 115]",int,103.0,True,62.5,8,Others,True,0,103,i := i + 1;,i := i + 1;,True
Software-building-and-verification-Projects_tmp_tmp5tm1srrn_CVS-projeto_aula5_32,"['317', ' 319']","[317, 319]",void,319.0,True,100.0,2,100%,True,2,319,sbalance := sbalance + amount;,sbalance := sbalance + amount;,True
dafl_tmp_tmp_r3_8w3y_dafny_examples_dafny0_InSetComprehension_8,"['55', ' 56']","[55, 56]",void,56.0,True,100.0,2,100%,True,0,56,Contents := Contents + {t};,Contents := Contents + {t};,True
Workshop_tmp_tmp0cu11bdq_Lecture_Answers_triangle_number_3,"['7', ' 12', ' 13']","[5, 6, 7, 12, 13]",int,12.0,True,60.0,5,Others,True,0,12,n := n + 1; //buggy line,n:= n + 1;,True
Programmverifikation-und-synthese_tmp_tmppurk6ime_PVS_Assignment_ex_10_Hoangkim_ex10_hoangkim_8,"['8', ' 11', ' 12', ' 13']","[5, 6, 7, 8, 11, 12, 13]",nat,13.0,True,57.14285714285714,7,Others,True,0,13,i := i + 1; //buggy line,i := i+1;,True
Dafny-Exercises_tmp_tmpjm75muf__Session7Exercises_ExerciseBinarySearch_27,"['56', ' 57', ' 60', ' 62', ' 63', ' 65']","[56, 57, 59, 60, 62, 63, 65, 65]",int,60.0,True,75.0,8,Others,True,2,60,var m := (c + f) / 2; //buggy line,var m:=(c+f)/2;,True
Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny2_Classics_29,"['53', ' 54', ' 59', ' 60', ' 73', ' 74', ' 80', ' 82', ' 88', ' 91', ' 92', ' 94', ' 98', ' 99', ' 100', ' 101']","[53, 54, 59, 60, 73, 74, 80, 82, 88, 91, 92, 92, 92, 94, 98, 99, 100, 100, 101, 102, 103]",void,94.0,True,76.19047619047619,21,Others,True,0,94,"i, j := i + 1, j - 1; //buggy line","i, j := i + 1, j - 1;",True
Dafny-Exercises_tmp_tmpjm75muf__Session4Exercises_ExerciseAllEqual_8,"['90', ' 95', ' 98']","[85, 86, 87, 88, 89, 90, 95, 98]",bool,95.0,True,37.5,8,Others,True,0,95,i := i + 1; //buggy line,i:=i+1;,True
Software-Verification_tmp_tmpv4ueky2d_Non-overlapping Intervals_non_overlapping_intervals_16,"['46', ' 51']","[45, 46, 51, 52, 58, 60, 62, 64]",void,62.0,False,25.0,8,Others,False,,,,j := j + 1;,False
formal-verification_tmp_tmpoepcssay_strings3_1,"['62', ' 64']","[47, 49, 52, 53, 54, 55, 61, 62, 64]",bool,64.0,True,22.22222222222222,9,Others,True,1,64,i := i + 1; //buggy line,i := i + 1;,True
Dafny_Verify_tmp_tmphq7j0row_Test_Cases_LoopInvariant_17,"['60', ' 63', ' 64']","[59, 60, 63, 64]",void,63.0,True,75.0,4,Others,False,,,,y := y - 7;,False
dafny-synthesis_task_id_627_0,"['21', ' 23', ' 9']","[8, 9, 15, 17, 20, 21, 23]",int,23.0,True,42.85714285714285,7,Others,True,2,23,v := v + 1; //buggy line,v := v + 1;,True
Dafny_tmp_tmpmvs2dmry_examples2_0,"['6', ' 11', ' 12']","[4, 5, 6, 11, 12]",nat,11.0,True,60.0,5,Others,True,0,11,z := z + 1;,z := z+1;,True
Clover_set_to_seq_0,"['4', ' 5', ' 6', ' 9', ' 10', ' 11']","[4, 5, 6, 9, 10, 11]",seq(T),10.0,True,100.0,6,100%,True,0,10,left := left - {x};,left := left - {x};,True
Clover_array_sum_7,"['8', ' 12', ' 13']","[6, 7, 8, 12, 13]",array(int),13.0,True,60.0,5,Others,True,0,13,i := i + 1;,i:=i+1;,True
Final-Project-Dafny_tmp_tmpmcywuqox_Attempts_Merge_Sort_24,"['11', ' 12', ' 13', ' 14', ' 15', ' 17', ' 22', ' 23', ' 26', ' 31', ' 32', ' 34', ' 36', ' 40', ' 42', ' 43', ' 44', ' 57', ' 45', ' 46', ' 47', ' 49', ' 50', ' 51', ' 53', ' 54']","[11, 12, 13, 14, 15, 17, 22, 23, 26, 31, 32, 34, 36, 40, 41, 42, 42, 43, 44, 45, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 57]",void,57.0,True,83.87096774193549,31,Others,True,0,57,x := x + 1;,x := x+1;,True
dafleet_tmp_tmpa2e4kb9v_0001-0050_0005-longest-palindromic-substring_41,"['122', ' 123', ' 124', ' 125', ' 127', ' 129', ' 137', ' 140', ' 146', ' 147', ' 152', ' 153', ' 154', ' 157', ' 163', ' 165', ' 166', ' 169', ' 170', ' 171', ' 172', ' 173', ' 174', ' 176', ' 191']","[122, 123, 124, 125, 127, 129, 137, 141, 146, 147, 149, 151, 152, 153, 154, 157, 163, 165, 166, 167, 169, 170, 171, 172, 172, 173, 174, 175, 176, 177, 189, 190, 191]",string_int_int,174.0,True,75.75757575757575,33,Others,True,0,172,radii[center] := max_mirrored_radius;,center := center + 1;,False
dafny-duck_tmp_tmplawbgxjo_p4_4,"['12', ' 13', ' 15', ' 16', ' 18', ' 25', ' 26', ' 27', ' 30', ' 32', ' 38', ' 39', ' 40']","[12, 13, 15, 16, 18, 25, 26, 27, 30, 32, 38, 39, 40]",array(int),26.0,True,100.0,13,100%,True,0,26,i := i + 1; //buggy line,i := i + 1;,True
Dafny_tmp_tmp0wu8wmfr_tests_Search1000_43,"['63', ' 70', ' 71']","[61, 62, 63, 70, 71, 71]",int,71.0,True,50.0,6,Others,False,,,,if a[k+c] < x { k := k+c+1; },False
Dafny-Exercises_tmp_tmpjm75muf__Session7Exercises_ExerciseBubbleSort_12,"['63', ' 64', ' 66', ' 75', ' 77', ' 81', ' 91', ' 92', ' 94', ' 96', ' 99']","[63, 64, 66, 75, 77, 81, 91, 92, 94, 96, 99]",void,75.0,True,100.0,11,100%,True,0,75,var j := f - 1; //buggy line,var j:=f-1;,True
Dafny_Verify_tmp_tmphq7j0row_AI_agent_validation_examples_23,"['113', ' 119', ' 120']","[109, 110, 111, 112, 113, 119, 120]",nat,119.0,True,42.85714285714285,7,Others,False,,,,"c, k, m := c + k, k + m, m + 6;",False
llm-verified-eval_tmp_tmpd2deqn_i_dafny_3_0,"['21', ' 25', ' 27', ' 28']","[19, 20, 21, 25, 26, 27, 28, 29]",bool,25.0,True,50.0,8,Others,False,,,,t := t + ops[i];,False
Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_advanced examples_GenericMax_1,"['12', ' 13', ' 14', ' 18', ' 19', ' 21']","[12, 13, 14, 18, 19, 21]",A,21.0,True,100.0,6,100%,True,0,21,i := i + 1;,i := i + 1;,True
cs357_tmp_tmpn4fsvwzs_lab7_question5_15,"['20', ' 21', ' 31', ' 35', ' 36']","[19, 20, 21, 22, 26, 27, 29, 30, 31, 35, 36]",int,36.0,True,45.45454545454545,11,Others,True,0,36,n := n - 1;,n:= n - 1;,True
Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny2_COST-verif-comp-2011-2-MaxTree-class_4,"['113', ' 114', ' 115']","[113, 114, 115]",void,115.0,True,100.0,3,100%,True,0,115,Repr := lft.Repr + rgt.Repr + {this}; //buggy line,Repr := lft.Repr + {this} + rgt.Repr;,False
Software-Verification_tmp_tmpv4ueky2d_Valid Anagram_valid_anagram_7,"['12', ' 13', ' 14', ' 20', ' 21', ' 24', ' 27', ' 28', ' 29', ' 33', ' 34', ' 35', ' 41', ' 42', ' 45', ' 48', ' 49', ' 50', ' 53']","[12, 13, 14, 20, 21, 24, 27, 28, 29, 33, 34, 35, 41, 42, 45, 48, 49, 50, 53]",bool,29.0,True,100.0,19,100%,True,0,29,s_remaining := s_remaining - temp[remaining := s[remaining]];,s_remaining := s_remaining - temp[remaining := s[remaining]];,True
Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_advanced examples_ReverseString_11,"['18', ' 19', ' 20', ' 21', ' 22', ' 28', ' 29', ' 30']","[16, 17, 18, 19, 20, 21, 22, 28, 29, 30]",array(char),21.0,True,80.0,10,Others,True,0,21,j := j - 1;,j := j-1;,True
dafleet_tmp_tmpa2e4kb9v_0001-0050_0005-longest-palindromic-substring_21,"['122', ' 123', ' 124', ' 125', ' 127', ' 129', ' 137', ' 140', ' 146', ' 147', ' 152', ' 153', ' 154', ' 157', ' 163', ' 165', ' 166', ' 169', ' 170', ' 171', ' 172', ' 173', ' 174', ' 176', ' 191']","[122, 123, 124, 125, 127, 129, 137, 141, 146, 147, 149, 151, 152, 153, 154, 157, 163, 165, 166, 167, 169, 170, 171, 172, 172, 173, 174, 175, 176, 177, 189, 190, 191]",string_int_int,153.0,True,75.75757575757575,33,Others,True,0,153,center := center + 1;,center := center + 1;,True
Software-building-and-verification-Projects_tmp_tmp5tm1srrn_CVS-projeto_aula3_16,"['86', ' 87']","[86, 87, 89, 95, 96, 98]",int,86.0,True,33.33333333333333,6,Others,False,,,,var ind := arr.Length - 1;,False
TFG_tmp_tmpbvsao41w_Algoritmos Dafny_suma_it_7,"['8', ' 9', ' 10', ' 14', ' 15']","[8, 9, 10, 14, 15]",int,15.0,True,100.0,5,100%,True,0,15,n := n - 1;,n := n - 1 ;,True
AssertivePrograming_tmp_tmpwf43uz0e_MergeSort_5,"['22', ' 24', ' 25', ' 26', ' 30', ' 31', ' 35', ' 36', ' 37', ' 46', ' 47', ' 64', ' 66', ' 67']","[22, 22, 23, 24, 25, 26, 30, 31, 35, 36, 37, 46, 47, 55, 64, 66, 67, 68]",array(int),37.0,True,77.77777777777779,18,Others,True,0,37,i := i + 1;,i:=i+1;,True
Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_algorithms and leetcode_leetcode_BoatsToSavePeople_51,"['69', ' 70', ' 71', ' 72', ' 73', ' 74', ' 75', ' 76', ' 85', ' 86', ' 88', ' 90', ' 93', ' 94', ' 97', ' 98', ' 99', ' 100', ' 102', ' 113', ' 104', ' 106', ' 107', ' 109', ' 110']","[69, 70, 71, 72, 73, 74, 75, 76, 85, 86, 88, 90, 93, 94, 96, 97, 98, 99, 100, 102, 103, 104, 106, 107, 109, 110, 113]",nat,113.0,True,92.5925925925926,27,Others,True,1,113,lower := lower + 1;,lower := lower + 1;,True
dafny-synthesis_task_id_602_0,"['5', ' 6', ' 7', ' 8', ' 9', ' 17', ' 18', ' 23', ' 24', ' 25', ' 27', ' 29', ' 30']","[5, 6, 7, 8, 9, 17, 18, 23, 24, 25, 27, 29, 30]",bool_char,17.0,True,100.0,13,100%,True,1,17,var j := i + 1; //buggy line,var j := i + 1;,True
dafny-synthesis_task_id_770_7,"['7', ' 12', ' 13']","[5, 6, 7, 12, 13]",int,13.0,True,60.0,5,Others,True,0,13,i := i + 2;,i := i + 2;,True
MFES_2021_tmp_tmpuljn8zd9_Exams_Special_Exam_03_2020_4_CatalanNumbers_11,"['10', ' 11', ' 14', ' 18', ' 20', ' 21']","[10, 11, 14, 18, 20, 21]",nat,21.0,True,100.0,6,100%,False,,,,res := (4 * i - 2) * res / (i + 1);,False
Clover_bubble_sort_1,"['6', ' 7', ' 14', ' 15', ' 22', ' 24', ' 26', ' 28']","[6, 7, 14, 15, 22, 24, 26, 28]",void,6.0,True,100.0,8,100%,True,0,6,var i := a.Length - 1;,var i := a.Length - 1;,True
Dafny-Exercises_tmp_tmpjm75muf__Session6Exercises_ExercisePeekSum_5,"['23', ' 24', ' 25']","[23, 24, 25, 26, 33, 34, 35, 37]",int,37.0,False,37.5,8,Others,False,,,,i:=i+1;,False
Software-Verification_tmp_tmpv4ueky2d_Longest Increasing Subsequence_longest_increasing_subsequence_5,"['7', ' 8', ' 10', ' 13', ' 14', ' 16', ' 34', ' 35']","[7, 8, 10, 13, 14, 16, 17, 22, 23, 26, 28, 31, 34, 35]",int,35.0,True,57.14285714285714,14,Others,True,2,35,i := i + 1;,i := i + 1;,True
Dafny_tmp_tmp0wu8wmfr_Heimaverkefni 3_InsertionSortMultiset_4,"['20', ' 21', ' 23', ' 25', ' 49']","[20, 21, 23, 25, 27, 34, 35, 37, 39, 41, 44, 45, 49]",int,41.0,False,38.46153846153847,13,Others,False,,,,p := m+1;,False
Prog-Fun-Solutions_tmp_tmp7_gmnz5f_extra_mod_7,"['14', ' 20', ' 24', ' 30', ' 32']","[11, 12, 13, 14, 20, 24, 26, 30, 32, 38]",nat,30.0,True,50.0,10,Others,True,0,30,y := 2 * y; //buggy line,y := 2*y;,True
dafny-synthesis_task_id_616_7,"['9', ' 10', ' 11', ' 16', ' 17']","[9, 10, 11, 16, 17]",array(int),17.0,True,100.0,5,100%,True,0,17,i := i + 1;,i := i + 1;,True
formal-methods-in-software-engineering_tmp_tmpe7fjnek6_Labs4_gr2_26,['62'],[62],int,62.0,True,100.0,1,100%,True,0,62,k' := k + 2 * i + 1; //buggy line,k' := k + 2 * i + 1;,True
Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_basic examples_BubbleSort_1,"['23', ' 25', ' 30', ' 31', ' 37', ' 40', ' 42', ' 44']","[23, 25, 30, 31, 37, 38, 39, 40, 42, 44]",void,42.0,True,80.0,10,Others,True,0,42,j := j - 1;,j := j - 1;,True
Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_Cube_4,"['8', ' 14', ' 15']","[4, 5, 6, 7, 8, 14, 15]",nat,14.0,True,42.85714285714285,7,Others,False,,,,"c, k, m := c + k, k + m, m + 6;",False
Clover_binary_search_0,"['9', ' 14', ' 15', ' 16', ' 18', ' 21']","[8, 9, 14, 15, 16, 17, 18, 21]",int,14.0,True,75.0,8,Others,True,0,14,var mid := (lo + hi) / 2; //buggy line,var mid := (lo + hi) / 2;,True
CS5232_Project_tmp_tmpai_cfrng_LFUSimple_0,"['34', ' 35', ' 37', ' 38', ' 39', ' 41', ' 53', ' 55', ' 56', ' 57', ' 59', ' 60', ' 69']","[34, 35, 37, 38, 39, 41, 53, 55, 56, 57, 59, 60, 69]",int,59.0,True,100.0,13,100%,True,2,59,items := items - {item};,items := items - { item };,True
Dafny_Verify_tmp_tmphq7j0row_Fine_Tune_Examples_50_examples_28_0,"['11', ' 15', ' 16']","[7, 8, 9, 11, 15, 16]",int_int_int,15.0,True,50.0,6,Others,True,2,15,x_out := x_out - 1;,x_out := x_out - 1;,True
Programmverifikation-und-synthese_tmp_tmppurk6ime_PVS_Assignment_ex_10_Hoangkim_ex10_hoangkim_19,"['43', ' 46', ' 47', ' 48']","[40, 41, 43, 46, 47, 48]",nat,47.0,True,66.66666666666666,6,Others,True,0,47,sqn := sqn + x;,sqn := sqn+x;,True
Dafny_tmp_tmpv_d3qi10_2_min_0,"['38', ' 39', ' 40', ' 46', ' 47', ' 49']","[38, 39, 40, 46, 47, 49]",int,49.0,True,100.0,6,100%,True,2,49,i := i + 1; //buggy line,i := i + 1;,True
se2011_tmp_tmp71eb82zt_ass1_ex4_5,"['7', ' 11', ' 12']","[5, 6, 7, 11, 12, 14]",int,12.0,True,50.0,6,Others,True,0,12,y := y - 1;,y := y - 1; 							// do not change,False
Dafny-Exercises_tmp_tmpjm75muf__Session9Exercises_ExerciseSeqMaxSum_8,"['23', ' 24', ' 25', ' 26', ' 32', ' 35', ' 33']","[23, 24, 25, 26, 32, 32, 33, 33, 33, 35]",int_int,35.0,True,70.0,10,Others,True,0,35,j := j + 1; //buggy line,j:=j+1;,True
Dafny-Exercises_tmp_tmpjm75muf__Session7Exercises_ExerciseBubbleSort_23,"['63', ' 64', ' 66', ' 75', ' 77', ' 81', ' 91', ' 92', ' 94', ' 96', ' 99']","[63, 64, 66, 75, 77, 81, 91, 92, 94, 96, 99]",void,99.0,True,100.0,11,100%,True,0,99,i := i + 1;,i:=i+1;,True
Dafny_tmp_tmp0wu8wmfr_Heimaverkefni 3_SelectionSortMultiset_2,"['18', ' 19', ' 20', ' 21', ' 27', ' 28', ' 29', ' 30']","[18, 19, 20, 21, 27, 28, 29, 30, 30]",int,20.0,True,88.88888888888889,9,Others,False,,,,var m' := m-done;,False
formal-methods-in-software-engineering_tmp_tmpe7fjnek6_Labs4_gr2_25,['62'],[62],int,62.0,True,100.0,1,100%,True,0,62,k' := k + 2 * i + 1; //buggy line,k' := k + 2 * i + 1;,True
Dafny_Verify_tmp_tmphq7j0row_Fine_Tune_Examples_error_data_completion_07_16,"['9', ' 15', ' 16', ' 24', ' 20', ' 21']","[5, 6, 7, 9, 13, 15, 16, 19, 20, 21, 24]",int_int,24.0,True,54.54545454545454,11,Others,True,0,24,i := i + 1;,i := i + 1;,True
dafny-duck_tmp_tmplawbgxjo_ex3_12,"['15', ' 16', ' 17', ' 18', ' 20', ' 31', ' 32', ' 35', ' 36', ' 37', ' 38', ' 42', ' 43']","[15, 16, 17, 18, 20, 31, 32, 35, 35, 36, 37, 38, 41, 42, 43]",string,42.0,True,86.66666666666667,15,Others,True,0,42,dPointer := dPointer - 1;,dPointer := dPointer - 1;,True
MFES_2021_tmp_tmpuljn8zd9_FCUL_Exercises_10_find_1,"['7', ' 12']","[6, 7, 12]",int,12.0,True,66.66666666666666,3,Others,True,1,12,index := index + 1;,index := index + 1;,True
Dafny_tmp_tmp0wu8wmfr_Heimaverkefni 8_H8_28,"['62', ' 64', ' 67', ' 69', ' 70', ' 71', ' 74', ' 76', ' 77', ' 78', ' 79', ' 60', ' 84']","[60, 62, 64, 67, 69, 70, 71, 74, 74, 76, 77, 78, 79, 83, 84]",multiset(int)_int_multiset(int),78.0,True,86.66666666666667,15,Others,False,,,,post := post + multiset{kth} + post';,False
Dafny-Exercises_tmp_tmpjm75muf__Session6Exercises_ExerciseCountMin_1,"['33', ' 34', ' 35', ' 36', ' 42', ' 43', ' 49', ' 45', ' 46', ' 47']","[33, 34, 35, 36, 42, 43, 45, 45, 46, 47, 49]",int,43.0,True,90.9090909090909,11,Others,True,0,43,c := c + 1; //buggy line,c:=c + 1;,True
